"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPL24",2.82714926095332e-21,0.865550291635518,0.392,0.211,7.5278503371404e-17
"SFXN5",3.37880207748085e-21,-0.208751108127669,0.056,0.164,8.99673629170825e-17
"MPHOSPH8",3.45415295595723e-21,-0.597689498782995,0.209,0.397,9.19737307582733e-17
"RBM28",4.09684720723821e-21,-0.333844378153369,0.107,0.254,1.09086750587132e-16
"USP15",4.23836856925047e-21,-0.46761381310584,0.143,0.306,1.12855039893432e-16
"VMP1",4.29223949682743e-21,-0.508862080682449,0.096,0.23,1.14289461082024e-16
"PUM3",5.4233820845763e-21,-0.426559077344202,0.06,0.169,1.44408394766013e-16
"EDRF1",5.85480620653651e-21,-0.271521983305202,0.047,0.147,1.55895924861448e-16
"ADCY6",6.34853797832537e-21,-0.325568764745569,0.096,0.233,1.6904252074887e-16
"UQCR11",6.37225211124718e-21,0.903011608365039,0.38,0.202,1.69673956966179e-16
"MAFG",6.77530156177029e-21,-0.187644193957405,0.03,0.112,1.80405954685258e-16
"SCAPER",7.66941625667339e-21,-0.297541864833716,0.101,0.243,2.04213546666442e-16
"CSAD",9.6737911116148e-21,-0.371137607420315,0.045,0.14,2.57584035928967e-16
"RPS27",9.81447515194358e-21,0.750039451853368,0.458,0.297,2.61330029870802e-16
"ZNF544",1.20884088595675e-20,-0.256657524992943,0.043,0.137,3.21878062703703e-16
"SRRM2",1.38149710903496e-20,-0.60857687400139,0.448,0.664,3.6785123522274e-16
"ATP6V0A1",1.39303267918268e-20,-0.424577681369383,0.098,0.233,3.70922811485972e-16
"DHX36",1.40157467007724e-20,-0.449420207380615,0.123,0.273,3.73197287401467e-16
"RPS2",1.56533858579452e-20,0.971402678584609,0.403,0.237,4.16802705239508e-16
"GAPDH",1.66402885279159e-20,0.876176405402199,0.505,0.341,4.43080962632816e-16
"DMTF1",1.71935325245026e-20,-0.33307985161469,0.093,0.226,4.5781219052993e-16
"ZSWIM8",1.79511985675617e-20,-0.382216766818737,0.042,0.134,4.77986564258464e-16
"PEX1",1.82726564067812e-20,-0.309021079006758,0.062,0.172,4.86546022143363e-16
"GATD1",2.01291183615057e-20,-0.343584850643222,0.026,0.101,5.35978034611813e-16
"FHIT",2.41111379272189e-20,-0.252619371120133,0.053,0.156,6.42007269588057e-16
"AK9",2.48928343380313e-20,-0.227452077185004,0.029,0.109,6.62821499918759e-16
"IDS",2.64248992446332e-20,-0.416608071447909,0.185,0.366,7.03615792186849e-16
"TTN",2.94869165241489e-20,0.320920552577128,0.95,0.823,7.85148126288513e-16
"SCPEP1",3.00864453665436e-20,-0.276584348769512,0.042,0.134,8.01111780774957e-16
"ABCA8",3.01081393534076e-20,-0.952190864897006,0.222,0.391,8.01689426563185e-16
