"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FOXN3",4.99835952961987e-05,-0.127756302776795,0.284,0.306,1
"TMUB2",5.01682959954895e-05,-0.102623465943268,0.125,0.144,1
"ZNF609",5.22425219970906e-05,-0.131077122712004,0.093,0.108,1
"USP8",5.41458053150168e-05,-0.177848089959939,0.252,0.271,1
"OTUD6B-AS1",5.76222949021334e-05,-0.105656336787677,0.22,0.243,1
"SLC9A9",5.84530911934008e-05,-0.127028273380019,0.132,0.15,1
"SECISBP2",6.71392857609443e-05,-0.173950083558207,0.228,0.249,1
"PCMTD1",6.91347147096669e-05,-0.110685443943967,0.259,0.282,1
"CCDC82",6.91441316207204e-05,-0.109288431148767,0.218,0.24,1
"SRSF10",6.99999038809293e-05,-0.142558323943297,0.39,0.417,1
"BIRC2",7.46202467002819e-05,-0.12182544192749,0.236,0.256,1
"AC007384.1",7.59952733149593e-05,-0.137857913663226,0.161,0.176,1
"G2E3",7.624965393493e-05,-0.100658763747505,0.11,0.127,1
"VPS8",7.76218161391501e-05,-0.112157493896241,0.09,0.105,1
"DAXX",7.81171392940117e-05,0.117631671343468,0.211,0.197,1
"TNRC6B",8.07651132669014e-05,-0.221380879333207,0.36,0.379,1
"CLK1",9.38851272729331e-05,-0.184436552985411,0.48,0.5,1
"PUF60",9.92914232267826e-05,0.103420398510306,0.303,0.289,1
"SF3B1",0.000100539146945083,-0.140334700073839,0.641,0.661,1
"RNF169",0.000102029606362766,-0.119540130322652,0.19,0.211,1
"NBN",0.000103015721299106,-0.101585722675695,0.21,0.228,1
"ATP10D",0.000111774457562932,-0.129941864945239,0.09,0.106,1
"PBRM1",0.000114576243311729,-0.115552168712175,0.256,0.276,1
"AFF1",0.000114743570313996,-0.123174076197575,0.16,0.177,1
"PDLIM2",0.000123929607872519,0.119956666036955,0.33,0.32,1
"DGKD",0.000124343474403143,-0.112459813060287,0.154,0.171,1
"NUDT4",0.000128371583219344,-0.105775398760423,0.181,0.199,1
"MIA3",0.000129911161447118,-0.10688646921312,0.247,0.268,1
"SEC23A",0.0001307005228484,-0.100719955334641,0.11,0.125,1
"XPO1",0.000141527254824277,-0.16224797070221,0.242,0.261,1
"SIN3B",0.000143719954933526,-0.134335830041688,0.107,0.121,1
"PPP3CA",0.000143978844829922,-0.136942890918993,0.262,0.283,1
"FCHSD2",0.000151038925458981,-0.115939546703945,0.128,0.144,1
"RO60",0.000158912832616647,-0.112904443701834,0.259,0.279,1
"YTHDC2",0.000161443783244734,-0.151962379661244,0.143,0.16,1
"PCNX4",0.000176741953609768,-0.171450767083746,0.149,0.165,1
"SLC20A1",0.000226081080231844,-0.134044794738447,0.257,0.278,1
"ERC1",0.000229057175349394,-0.190127754700153,0.117,0.131,1
"GZMK",0.000234611020792896,0.137852960609746,0.417,0.395,1
"TTC7A",0.00024505377180434,-0.105607142802824,0.113,0.128,1
