"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FASLG",1.17003575744196e-237,-1.19197892495292,0.028,0.376,3.11545421134071e-233
"PIM1",1.8165447588756e-236,-1.23275436467957,0.103,0.473,4.83691372945805e-232
"STAP1",2.44848338112834e-236,0.76725258635998,0.268,0.027,6.51957669893042e-232
"BTLA",3.78315352210528e-236,0.686083532391984,0.21,0.005,1.00734028833097e-231
"PLEKHF2",5.77321795743009e-236,0.881678054339828,0.359,0.07,1.53723474552491e-231
"ACTN4",9.75621207495957e-233,-1.14853301956197,0.194,0.557,2.59778658919948e-228
"CLIC4",1.58697506005068e-232,0.667078156861311,0.209,0.006,4.22563849239695e-228
"STX7",4.95849342821034e-232,0.995369793929876,0.505,0.166,1.32029804512957e-227
"FGR",2.42204594045893e-231,-1.12323506540499,0.117,0.487,6.44918172565999e-227
"EAF2",7.4790716924338e-231,0.795328752575173,0.264,0.026,1.99145241954435e-226
"KHDRBS2",1.18660840870937e-228,0.683463685648397,0.186,0,3.15958220987044e-224
"YBX3",2.05334765502024e-228,1.12290882728255,0.307,0.048,5.46744880102238e-224
"TGFBR3",7.46572283550799e-227,-1.13630851149704,0.032,0.372,1.98789801941071e-222
"PXN",8.28966574982262e-227,-1.12384686445412,0.037,0.375,2.20728929920527e-222
"SUN2",8.3400248613416e-227,-1.08726268257184,0.393,0.704,2.22069841982943e-222
"HSP90AB1",3.11300942667809e-225,0.778494017248919,0.956,0.841,8.28901020041576e-221
"DGKZ",8.44603725767517e-224,-1.09622622823242,0.138,0.493,2.24892634060117e-219
"DENND2D",6.20110825886767e-223,-1.14760090232922,0.186,0.539,1.65116909608869e-218
"JUN",1.92665728360097e-222,1.01079508360426,0.802,0.466,5.13011034904431e-218
"EBF1",3.75208014175323e-222,0.6078320145519,0.18,0,9.99066379344632e-218
"PDIA3",1.25949482615625e-221,-0.943969572290611,0.544,0.793,3.35365687360626e-217
"MZB1",2.13980227378193e-221,0.693590309369976,0.207,0.008,5.69765151439913e-217
"OSTF1",2.9041842870154e-221,-0.980973684116382,0.386,0.696,7.73297150103591e-217
"S100A10",2.13865247735259e-220,-0.935030665299998,0.477,0.778,5.69458995144675e-216
"RAC2",1.71512404906889e-219,-0.838783009687559,0.833,0.93,4.56686080545574e-215
