"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DES",3.58613960167813e-11,1.77301567183653,0.288,0.097,9.54881391738836e-07
"RPL41",4.82195658454997e-11,1.09674989881322,0.549,0.367,1.28394237976812e-06
"COX7C",5.30579333259269e-11,1.36319547493294,0.37,0.169,1.41277359066946e-06
"LENG8",6.64455848501907e-11,-1.17787875796239,0.093,0.322,1.76924658780603e-06
"RPS14",6.88837108513408e-11,1.15347687004187,0.467,0.247,1.83416656883865e-06
"SRSF5",1.15963638808095e-10,-0.887051482741364,0.276,0.55,3.08776381054314e-06
"RGL3",1.20018337953572e-10,-1.31736997178477,0.039,0.228,3.19572828468976e-06
"RPLP2",1.38257457230503e-10,1.34023007565722,0.377,0.178,3.68138131367661e-06
"UTRN",2.40590388322096e-10,-0.835592589486943,0.214,0.486,6.40620026985246e-06
"SNRNP70",2.89983439543168e-10,-0.958163538989436,0.171,0.425,7.72138904471593e-06
"TPT1",4.01926061666177e-10,0.807310277861135,0.553,0.336,1.07020852439853e-05
"CKM",4.35645165856373e-10,1.56625085962421,0.167,0.028,1.15999238312577e-05
"RPS27A",5.41664771344722e-10,1.05133458260012,0.463,0.267,1.44229078665959e-05
"RPL27A",6.18039050267148e-10,1.33983564736935,0.358,0.172,1.64565257914634e-05
"RPL23",6.86401953583686e-10,1.26611027501802,0.354,0.167,1.82768248180728e-05
"PDE4C",7.61260918220102e-10,-1.28486080747752,0.066,0.264,2.02700944694466e-05
"NDUFA4",8.26268365910313e-10,1.41366356640773,0.342,0.156,2.20010477790939e-05
"PRRT2",1.36882880844187e-09,-1.04843417827491,0.078,0.281,3.64478046823817e-05
"RPS23",1.43584281694248e-09,1.24176229098532,0.393,0.2,3.82321866867273e-05
"PAWR",1.5054543846164e-09,-0.947854132074678,0.14,0.364,4.00857338991809e-05
"ISYNA1",1.72036172505784e-09,-1.18750349889687,0.089,0.286,4.58080716531152e-05
"NFASC",1.81028153853406e-09,-0.933183841276178,0.202,0.453,4.82023665265464e-05
"RPS20",2.15321285515249e-09,1.47403372386464,0.331,0.156,5.73335986941455e-05
"SFRP1",2.18106618239108e-09,1.322112634761,0.132,0.014,5.80752492385274e-05
"RPL35A",2.28116873713623e-09,1.08446493678918,0.37,0.175,6.07406799637265e-05
"CSRP3",2.33728060261477e-09,1.37818702091031,0.171,0.033,6.22347706058234e-05
"MT-ND2",3.67098631240505e-09,0.536875743303944,0.891,0.833,9.77473525404092e-05
"RPL32",4.2481028204547e-09,1.08881936407767,0.428,0.231,0.000113114233800247
"ATP5MG",4.56131662462607e-09,1.46859781756974,0.284,0.117,0.000121454177763918
"EEF1A1",4.93022753489392e-09,0.777095209729533,0.564,0.364,0.00013127716857162
"RPS18",5.00718157940832e-09,1.03787244788115,0.428,0.239,0.000133326223914905
"TBX2",5.88973319971014e-09,-1.05770867674184,0.163,0.378,0.000156825925908682
"EPS8",7.05834148917536e-09,-0.80769991024642,0.276,0.536,0.000187942458832272
"PLEKHH3",1.04121537465565e-08,-1.04178702637539,0.047,0.214,0.000277244417809559
"ITGA7",1.11500346900618e-08,-0.866208818970301,0.163,0.394,0.000296891973692276
"RPL9",1.16091910311783e-08,1.08497976330156,0.405,0.228,0.000309117929587186
"RPS24",1.16130240569328e-08,1.14682394923796,0.444,0.283,0.000309219991563949
"CALD1",1.6483284124634e-08,-0.584492512376293,0.681,0.914,0.000438900406386629
"RPS16",3.03600701889256e-08,1.15773693687424,0.377,0.197,0.000808397588920522
"NR2F2-AS1",3.12514279221325e-08,-0.878974572089029,0.179,0.4,0.000832131771282621
"SYNPO2",3.31789384763584e-08,-0.884747639222712,0.257,0.494,0.000883455594809994
"DLC1",3.5787587555294e-08,-0.625593213755397,0.451,0.697,0.000952916093834813
"ADCY6",3.75842943474306e-08,-0.958096355790448,0.054,0.219,0.00100075700558903
"TCF25",4.31723326139646e-08,-0.70316085623527,0.183,0.406,0.00114954970051204
"MT-ND1",4.40688253367747e-08,0.520127253380776,0.875,0.808,0.0011734206122423
"NR2F2",4.60795944657282e-08,-0.70921146936214,0.486,0.717,0.00122696136183895
"SCN3A",5.70451333454801e-08,-1.25279273576323,0.07,0.233,0.0015189407655901
"ADAMTS1",6.29463853034548e-08,-1.57018067455677,0.062,0.219,0.00167607340147509
"DAAM2",7.22808434847465e-08,-0.868762625650074,0.062,0.228,0.00192462201946835
"PGAM2",7.50186707359778e-08,1.35773889168926,0.125,0.019,0.00199752214568688
"COX5B",7.87218746066841e-08,1.09767961017157,0.331,0.167,0.00209612735515218
"RPL17",8.59078342522192e-08,1.08621781167812,0.362,0.206,0.00228746790263384
"MYBPC3",1.09239421886312e-07,1.36517888427226,0.167,0.044,0.00290871808656684
"COL5A3",1.09371288899298e-07,-0.906032951711883,0.101,0.283,0.00291222930952159
"CCDC80",1.11918041283934e-07,1.53211810321973,0.253,0.106,0.0029800416852673
"TINAGL1",1.19089886150409e-07,-0.849163743002128,0.148,0.344,0.00317100639852694
"RPL10",1.24073200439601e-07,0.866234838148122,0.514,0.35,0.00330369710810525
"MT-ND5",1.48443456258485e-07,0.608561718132364,0.743,0.644,0.00395260390979469
"RPS17",1.54999412217304e-07,1.21628391763188,0.261,0.111,0.00412716934911014
"PNN",1.76800470567301e-07,-0.603761370865697,0.218,0.447,0.00470766612979554
"NRARP",1.77191729498223e-07,-1.05736541765127,0.062,0.214,0.00471808418134917
"MCAM",1.78888564765527e-07,-0.717378790187043,0.257,0.481,0.00476326581401169
"SRRM2",1.90977921716751e-07,-0.563056068862558,0.502,0.753,0.00508516912155193
"MPRIP",2.08785050943749e-07,-0.754991008637535,0.187,0.4,0.0055593195514792
"TRIM38",2.2461536941356e-07,-0.71136083254248,0.051,0.203,0.00598083344137485
"CCDC102B",2.39029513751911e-07,-0.785920780935147,0.144,0.333,0.00636463886267213
"FTH1",2.4145710606936e-07,0.729307284500446,0.553,0.406,0.00642927836330884
"TPM1",2.71655644985677e-07,0.587360151916165,0.825,0.767,0.00723337485903361
"NDUFB7",2.84124944918209e-07,1.0762406288345,0.265,0.114,0.00756539490833715
